,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id
254,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,8.0,4.0,7:24,14.8,12.0,8.3,12.1,2.0,missed,"Mirotic, Nikola",P202703,4.4,0.0,0.0,brian roberts,P203148
255,G21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30.0,1.0,1.0,0:26,13.5,13.0,10.6,12.1,2.0,missed,"Bazemore, Kent",P203145,2.2,0.0,0.0,brian roberts,P203148
256,G21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30.0,2.0,2.0,10:51,12.9,1.0,1.8,15.8,2.0,missed,"Horford, Al",P201143,4.7,0.0,0.0,brian roberts,P203148
257,G21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30.0,3.0,2.0,8:18,12.0,6.0,5.1,13.7,2.0,missed,"Bazemore, Kent",P203145,3.5,0.0,0.0,brian roberts,P203148
258,G21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30.0,4.0,2.0,0:34,13.6,0.0,0.8,25.3,3.0,missed,"Carroll, DeMarre",P201960,3.7,0.0,0.0,brian roberts,P203148
259,G21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30.0,5.0,3.0,7:11,10.0,0.0,0.9,22.8,3.0,missed,"Carroll, DeMarre",P201960,2.7,0.0,0.0,brian roberts,P203148
260,G21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30.0,6.0,3.0,5:07,15.8,6.0,5.4,18.3,2.0,missed,"Teague, Jeff",P201952,5.3,0.0,0.0,brian roberts,P203148
261,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,1.0,1.0,1:53,12.7,3.0,3.2,9.3,2.0,made,"Curry, Stephen",P201939,3.3,1.0,2.0,brian roberts,P203148
262,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,2.0,1.0,1:26,12.0,2.0,1.5,3.8,2.0,made,"Barnes, Harrison",P203084,2.1,1.0,2.0,brian roberts,P203148
263,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,3.0,2.0,11:06,13.6,0.0,0.7,20.0,2.0,made,"Rush, Brandon",P201575,3.5,1.0,2.0,brian roberts,P203148
264,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,4.0,2.0,8:43,17.9,5.0,4.7,25.6,3.0,made,"Barnes, Harrison",P203084,5.7,1.0,3.0,brian roberts,P203148
265,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,5.0,2.0,4:59,8.3,1.0,0.9,24.3,3.0,made,"Thompson, Klay",P202691,5.7,1.0,3.0,brian roberts,P203148
266,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,6.0,3.0,0:34,11.9,3.0,2.6,3.5,2.0,made,"Barnes, Harrison",P203084,1.7,1.0,2.0,brian roberts,P203148
267,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,7.0,4.0,10:50,15.1,2.0,3.6,20.4,2.0,made,"Speights, Marreese",P201578,4.1,1.0,2.0,brian roberts,P203148
268,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,8.0,4.0,9:14,17.4,1.0,1.3,24.7,3.0,missed,"Barnes, Harrison",P203084,6.3,0.0,0.0,brian roberts,P203148
269,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,9.0,4.0,6:39,12.0,2.0,2.6,2.6,2.0,missed,"Livingston, Shaun",P2733,1.9,0.0,0.0,brian roberts,P203148
270,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,10.0,4.0,4:39,11.1,0.0,0.9,25.1,3.0,missed,"Curry, Stephen",P201939,6.3,0.0,0.0,brian roberts,P203148
271,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,11.0,4.0,0:57,23.4,0.0,0.6,19.3,2.0,missed,"Iguodala, Andre",P2738,11.2,0.0,0.0,brian roberts,P203148
272,G21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5.0,12.0,4.0,0:19,17.5,8.0,6.6,5.0,2.0,made,"Green, Draymond",P203110,3.0,1.0,2.0,brian roberts,P203148
273,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,1.0,1.0,2:44,16.0,1.0,1.3,15.2,2.0,made,"Blake, Steve",P2581,2.0,1.0,2.0,brian roberts,P203148
274,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,2.0,1.0,0:29,10.8,0.0,0.8,24.6,3.0,made,"Crabbe, Allen",P203459,5.1,1.0,3.0,brian roberts,P203148
275,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,3.0,2.0,9:55,17.4,6.0,7.1,14.9,2.0,made,"Blake, Steve",P2581,2.4,1.0,2.0,brian roberts,P203148
276,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,4.0,2.0,8:56,11.8,2.0,1.9,5.5,2.0,made,"Kaman, Chris",P2549,3.6,1.0,2.0,brian roberts,P203148
277,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,5.0,2.0,8:03,9.8,1.0,0.8,25.0,3.0,made,"Blake, Steve",P2581,8.1,1.0,3.0,brian roberts,P203148
278,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,6.0,2.0,7:06,13.1,7.0,7.4,9.1,2.0,made,"Batum, Nicolas",P201587,3.4,1.0,2.0,brian roberts,P203148
279,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,7.0,2.0,0:33,15.5,8.0,6.9,5.9,2.0,missed,"Aldridge, LaMarcus",P200746,0.2,0.0,0.0,brian roberts,P203148
280,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,8.0,3.0,6:26,10.2,2.0,2.3,7.3,2.0,made,"Lillard, Damian",P203081,2.0,1.0,2.0,brian roberts,P203148
281,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,10.0,3.0,4:23,7.0,2.0,2.9,19.6,2.0,missed,"Aldridge, LaMarcus",P200746,4.4,0.0,0.0,brian roberts,P203148
282,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,11.0,3.0,2:17,11.6,1.0,3.3,17.5,2.0,missed,"Blake, Steve",P2581,2.7,0.0,0.0,brian roberts,P203148
283,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,12.0,4.0,10:47,15.5,2.0,3.0,21.6,2.0,missed,"Kaman, Chris",P2549,6.7,0.0,0.0,brian roberts,P203148
284,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,13.0,4.0,8:49,7.5,1.0,2.1,24.5,3.0,missed,"Freeland, Joel",P200777,8.6,0.0,0.0,brian roberts,P203148
285,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,14.0,4.0,7:01,0.8,1.0,4.0,15.4,2.0,missed,"Lillard, Damian",P203081,2.6,0.0,0.0,brian roberts,P203148
286,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,15.0,4.0,6:37,17.3,2.0,1.9,18.0,2.0,made,"Blake, Steve",P2581,5.5,1.0,2.0,brian roberts,P203148
287,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,16.0,4.0,3:08,7.9,2.0,3.0,15.1,2.0,missed,"Matthews, Wesley",P202083,2.4,0.0,0.0,brian roberts,P203148
288,G21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8.0,17.0,4.0,0:38,16.8,0.0,0.9,22.2,3.0,made,"Aldridge, LaMarcus",P200746,10.3,1.0,3.0,brian roberts,P203148
289,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,1.0,1.0,3:16,11.3,0.0,1.0,22.6,3.0,made,"Crawford, Jamal",P2037,11.0,1.0,3.0,brian roberts,P203148
290,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,2.0,2.0,10:22,9.6,2.0,1.8,6.8,2.0,made,"Davis, Glen",P201175,1.8,1.0,2.0,brian roberts,P203148
291,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,3.0,2.0,8:38,21.1,4.0,3.5,2.8,2.0,made,"Farmar, Jordan",P200770,2.2,1.0,2.0,brian roberts,P203148
292,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,4.0,3.0,3:08,8.3,0.0,1.0,25.7,3.0,missed,"Redick, JJ",P200755,6.1,0.0,0.0,brian roberts,P203148
293,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,5.0,3.0,2:35,6.4,2.0,2.5,20.0,2.0,made,"Redick, JJ",P200755,5.1,1.0,2.0,brian roberts,P203148
294,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,6.0,4.0,10:12,9.6,4.0,3.7,21.2,2.0,made,"Crawford, Jamal",P2037,4.7,1.0,2.0,brian roberts,P203148
295,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,7.0,4.0,8:03,9.8,1.0,1.0,25.2,3.0,missed,"Redick, JJ",P200755,8.8,0.0,0.0,brian roberts,P203148
296,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,8.0,4.0,5:11,16.5,0.0,0.9,25.0,3.0,missed,"Paul, Chris",P101108,6.3,0.0,0.0,brian roberts,P203148
297,G21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21.0,9.0,4.0,0:14,12.6,3.0,4.9,25.6,3.0,missed,"Griffin, Blake",P201933,4.9,0.0,0.0,brian roberts,P203148
298,G21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1.0,1.0,1.0,2:40,4.6,0.0,0.9,21.9,3.0,missed,"Napier, Shabazz",P203894,4.2,0.0,0.0,brian roberts,P203148
299,G21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1.0,2.0,1.0,0:00,,0.0,0.6,23.9,3.0,missed,"Napier, Shabazz",P203894,3.6,0.0,0.0,brian roberts,P203148
300,G21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1.0,3.0,2.0,5:24,9.0,2.0,2.2,11.5,2.0,missed,"Napier, Shabazz",P203894,3.4,0.0,0.0,brian roberts,P203148
301,G21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1.0,4.0,4.0,11:25,10.9,1.0,3.0,25.4,3.0,missed,"Napier, Shabazz",P203894,5.2,0.0,0.0,brian roberts,P203148
302,G21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1.0,5.0,4.0,6:45,12.8,1.0,1.9,10.1,2.0,made,"Napier, Shabazz",P203894,4.9,1.0,2.0,brian roberts,P203148
303,G21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5.0,1.0,1.0,0:55,9.9,1.0,1.9,21.7,2.0,made,"Payton, Elfrid",P203901,4.4,1.0,2.0,brian roberts,P203148
304,G21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5.0,2.0,2.0,11:02,4.4,0.0,1.4,20.4,2.0,made,"Ridnour, Luke",P2557,2.1,1.0,2.0,brian roberts,P203148
305,G21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5.0,3.0,2.0,6:31,4.5,0.0,0.7,22.1,3.0,missed,"Harris, Tobias",P202699,5.2,0.0,0.0,brian roberts,P203148
306,G21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5.0,4.0,4.0,10:24,11.8,5.0,8.0,16.1,2.0,missed,"Green, Willie",P2584,2.5,0.0,0.0,brian roberts,P203148
307,G21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5.0,5.0,4.0,9:40,8.9,5.0,5.6,12.5,2.0,made,"Green, Willie",P2584,2.7,1.0,2.0,brian roberts,P203148
308,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,1.0,1.0,3:30,14.6,2.0,7.5,20.8,2.0,made,"Sloan, Donald",P202388,6.5,1.0,2.0,brian roberts,P203148
309,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,2.0,1.0,2:24,16.5,10.0,8.3,20.6,2.0,made,"Sloan, Donald",P202388,3.4,1.0,2.0,brian roberts,P203148
310,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,3.0,1.0,0:04,,0.0,0.8,24.8,3.0,made,"Stuckey, Rodney",P201155,4.2,1.0,3.0,brian roberts,P203148
311,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,4.0,2.0,1:37,19.2,0.0,0.9,25.8,3.0,missed,"Sloan, Donald",P202388,5.7,0.0,0.0,brian roberts,P203148
312,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,5.0,3.0,2:39,13.9,12.0,10.4,25.1,3.0,missed,"Stuckey, Rodney",P201155,7.1,0.0,0.0,brian roberts,P203148
313,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,6.0,4.0,9:56,16.6,7.0,6.4,20.9,2.0,made,"Stuckey, Rodney",P201155,3.6,1.0,2.0,brian roberts,P203148
314,G21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2.0,7.0,4.0,6:12,15.6,2.0,2.6,3.8,2.0,missed,"Allen, Lavoy",P202730,1.9,0.0,0.0,brian roberts,P203148
315,G21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27.0,1.0,2.0,10:14,16.4,0.0,0.7,23.9,3.0,missed,"Harris, Devin",P2734,5.0,0.0,0.0,brian roberts,P203148
316,G21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27.0,2.0,2.0,7:36,14.1,0.0,0.9,20.5,2.0,missed,"Harris, Devin",P2734,3.9,0.0,0.0,brian roberts,P203148
317,G21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27.0,3.0,4.0,4:38,16.1,8.0,7.5,22.4,2.0,missed,"Smith, Greg",P202962,4.9,0.0,0.0,brian roberts,P203148
318,G21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27.0,4.0,4.0,3:13,0.9,1.0,1.6,33.5,3.0,missed,"Villanueva, Charlie",P101111,7.8,0.0,0.0,brian roberts,P203148
319,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,1.0,1.0,0:09,4.5,18.0,17.1,20.6,2.0,missed,"Livingston, Shaun",P2733,4.5,0.0,0.0,brian roberts,P203148
320,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,2.0,2.0,10:16,16.9,5.0,5.1,9.0,2.0,missed,"Barbosa, Leandro",P2571,2.9,0.0,0.0,brian roberts,P203148
321,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,3.0,2.0,7:12,17.0,7.0,6.5,24.3,3.0,made,"Livingston, Shaun",P2733,3.8,1.0,3.0,brian roberts,P203148
322,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,4.0,2.0,5:44,6.3,2.0,2.4,19.3,2.0,missed,"Livingston, Shaun",P2733,4.2,0.0,0.0,brian roberts,P203148
323,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,5.0,4.0,10:26,14.8,9.0,8.9,25.1,3.0,made,"Barnes, Harrison",P203084,5.5,1.0,3.0,brian roberts,P203148
324,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,6.0,4.0,9:09,6.5,3.0,4.1,17.9,2.0,missed,"Barnes, Harrison",P203084,4.8,0.0,0.0,brian roberts,P203148
325,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,7.0,4.0,8:11,8.8,0.0,1.1,25.3,3.0,missed,"Livingston, Shaun",P2733,3.7,0.0,0.0,brian roberts,P203148
326,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,8.0,4.0,8:05,21.2,0.0,1.4,24.7,3.0,missed,"Barbosa, Leandro",P2571,9.4,0.0,0.0,brian roberts,P203148
327,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,9.0,4.0,3:10,18.0,6.0,7.0,14.1,2.0,made,"Kuzmic, Ognjen",P203136,3.9,1.0,2.0,brian roberts,P203148
328,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,10.0,4.0,2:10,13.3,1.0,3.4,18.6,2.0,made,"Livingston, Shaun",P2733,2.7,1.0,2.0,brian roberts,P203148
329,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,11.0,4.0,1:27,4.0,2.0,2.1,11.7,2.0,made,"Livingston, Shaun",P2733,0.7,1.0,2.0,brian roberts,P203148
330,G21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25.0,12.0,4.0,0:23,13.7,12.0,10.4,15.2,2.0,made,"Livingston, Shaun",P2733,3.7,1.0,2.0,brian roberts,P203148
331,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,1.0,1.0,1:27,14.6,0.0,0.8,19.2,2.0,missed,"Bledsoe, Eric",P202339,3.5,0.0,0.0,brian roberts,P203148
332,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,2.0,1.0,0:28,14.8,11.0,9.2,18.1,2.0,missed,"Thomas, Isaiah",P202738,2.7,0.0,0.0,brian roberts,P203148
333,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,3.0,1.0,0:05,3.6,0.0,1.0,21.1,2.0,made,"Bledsoe, Eric",P202339,5.9,1.0,2.0,brian roberts,P203148
334,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,4.0,2.0,11:04,21.0,0.0,0.9,24.1,3.0,made,"Tucker, PJ",P200782,8.8,1.0,3.0,brian roberts,P203148
335,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,5.0,2.0,7:30,11.0,0.0,0.7,22.8,3.0,missed,"Tucker, PJ",P200782,5.6,0.0,0.0,brian roberts,P203148
336,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,6.0,2.0,6:44,21.2,3.0,3.1,1.0,2.0,missed,"Len, Alex",P203458,1.6,0.0,0.0,brian roberts,P203148
337,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,7.0,3.0,0:41,17.1,8.0,6.5,10.8,2.0,missed,"Len, Alex",P203458,1.9,0.0,0.0,brian roberts,P203148
338,G21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8.0,8.0,3.0,0:05,3.6,23.0,20.4,19.3,2.0,made,"Thomas, Isaiah",P202738,2.8,1.0,2.0,brian roberts,P203148
339,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,1.0,2.0,10:43,14.2,0.0,0.8,17.9,2.0,missed,"Blake, Steve",P2581,4.4,0.0,0.0,brian roberts,P203148
340,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,2.0,2.0,9:33,19.0,0.0,0.8,23.8,3.0,made,"Blake, Steve",P2581,8.4,1.0,3.0,brian roberts,P203148
341,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,3.0,2.0,9:02,15.5,5.0,6.0,11.7,2.0,made,"Blake, Steve",P2581,1.8,1.0,2.0,brian roberts,P203148
342,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,4.0,2.0,7:40,16.0,2.0,2.9,6.9,2.0,made,"Lillard, Damian",P203081,2.2,1.0,2.0,brian roberts,P203148
343,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,5.0,2.0,5:58,14.2,11.0,10.2,11.1,2.0,missed,"Lillard, Damian",P203081,1.2,0.0,0.0,brian roberts,P203148
344,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,6.0,4.0,10:17,11.3,3.0,3.7,15.3,2.0,missed,"Blake, Steve",P2581,1.3,0.0,0.0,brian roberts,P203148
345,G21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2.0,7.0,4.0,8:31,10.4,0.0,0.8,24.3,3.0,made,"Blake, Steve",P2581,4.2,1.0,3.0,brian roberts,P203148
346,G21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15.0,1.0,2.0,9:36,5.0,0.0,0.7,22.3,3.0,missed,"Davis, Ed",P202334,4.5,0.0,0.0,brian roberts,P203148
347,G21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15.0,2.0,2.0,8:54,19.3,0.0,1.2,25.5,3.0,missed,"Henry, Xavier",P202333,5.5,0.0,0.0,brian roberts,P203148
348,G21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15.0,3.0,4.0,8:04,17.5,6.0,6.5,9.4,2.0,missed,"Price, Ronnie",P101179,2.8,0.0,0.0,brian roberts,P203148
349,G21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3.0,1.0,1.0,0:02,,7.0,7.4,22.1,2.0,missed,"Scott, Mike",P203118,3.8,0.0,0.0,brian roberts,P203148
350,G21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3.0,2.0,2.0,7:31,3.2,0.0,0.7,23.4,3.0,missed,"Teague, Jeff",P201952,5.1,0.0,0.0,brian roberts,P203148
351,G21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3.0,3.0,4.0,11:02,14.2,13.0,9.9,2.0,2.0,missed,"Horford, Al",P201143,2.3,0.0,0.0,brian roberts,P203148
352,G21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3.0,4.0,4.0,10:38,14.2,5.0,6.5,17.8,2.0,missed,"Schroder, Dennis",P203471,3.1,0.0,0.0,brian roberts,P203148
353,G21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7.0,1.0,3.0,0:04,1.7,0.0,0.6,25.1,3.0,missed,"Napier, Shabazz",P203894,3.9,0.0,0.0,brian roberts,P203148
354,G21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7.0,2.0,4.0,8:37,5.2,0.0,0.7,25.4,3.0,missed,"Napier, Shabazz",P203894,3.9,0.0,0.0,brian roberts,P203148
355,G21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9.0,1.0,2.0,9:07,11.3,14.0,12.3,5.7,2.0,made,"Anderson, Ryan",P201583,2.7,1.0,2.0,brian roberts,P203148
356,G21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9.0,2.0,2.0,5:19,19.3,1.0,1.8,25.0,3.0,missed,"Holiday, Jrue",P201950,6.4,0.0,0.0,brian roberts,P203148
357,G21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9.0,3.0,3.0,2:06,8.7,19.0,14.6,25.9,3.0,missed,"Fredette, Jimmer",P202690,4.2,0.0,0.0,brian roberts,P203148
358,G21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9.0,4.0,4.0,8:39,8.5,5.0,5.6,21.4,2.0,missed,"Rivers, Austin",P203085,4.4,0.0,0.0,brian roberts,P203148
359,G21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9.0,5.0,4.0,7:59,4.2,3.0,4.6,5.8,2.0,missed,"Asik, Omer",P201600,4.0,0.0,0.0,brian roberts,P203148
360,G21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3.0,1.0,1.0,1:02,16.4,7.0,7.6,12.2,2.0,missed,"Prigioni, Pablo",P203143,2.4,0.0,0.0,brian roberts,P203148
361,G21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3.0,2.0,2.0,10:14,14.2,1.0,1.0,19.7,2.0,missed,"Prigioni, Pablo",P203143,3.1,0.0,0.0,brian roberts,P203148
362,G21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3.0,3.0,4.0,10:45,4.6,0.0,0.8,24.8,3.0,missed,"Prigioni, Pablo",P203143,5.0,0.0,0.0,brian roberts,P203148
363,G21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3.0,4.0,4.0,8:16,14.4,0.0,0.7,18.6,2.0,made,"Prigioni, Pablo",P203143,3.7,1.0,2.0,brian roberts,P203148
364,G21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2.0,1.0,2.0,10:21,9.0,0.0,0.8,25.4,3.0,missed,"Udrih, Beno",P2757,4.0,0.0,0.0,brian roberts,P203148
365,G21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2.0,2.0,2.0,9:54,10.4,0.0,1.0,23.5,3.0,made,"Pondexter, Quincy",P202347,7.5,1.0,3.0,brian roberts,P203148
366,G21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2.0,3.0,2.0,8:07,18.0,8.0,5.6,9.7,2.0,missed,"Udrih, Beno",P2757,1.4,0.0,0.0,brian roberts,P203148
367,G21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2.0,4.0,3.0,0:35,15.3,10.0,8.7,18.1,2.0,made,"Udrih, Beno",P2757,3.9,1.0,2.0,brian roberts,P203148
368,G21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2.0,1.0,2.0,9:13,14.5,1.0,0.8,20.6,2.0,made,"Bayless, Jerryd",P201573,4.4,1.0,2.0,brian roberts,P203148
369,G21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2.0,2.0,2.0,8:43,10.2,7.0,5.1,21.1,2.0,missed,"Bayless, Jerryd",P201573,2.9,0.0,0.0,brian roberts,P203148
370,G21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2.0,3.0,2.0,4:17,4.6,0.0,0.0,22.8,3.0,missed,"Bayless, Jerryd",P201573,6.6,0.0,0.0,brian roberts,P203148
371,G21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2.0,4.0,4.0,10:09,20.8,3.0,3.0,20.8,2.0,made,"Bayless, Jerryd",P201573,3.0,1.0,2.0,brian roberts,P203148
372,G21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24.0,1.0,3.0,2:52,22.8,0.0,0.0,2.7,2.0,made,"Young, Thaddeus",P201152,4.3,1.0,2.0,bismack biyombo,P202687
373,G21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1.0,1.0,4.0,8:24,9.9,1.0,1.9,8.4,2.0,missed,"Lin, Jeremy",P202391,2.0,0.0,0.0,bismack biyombo,P202687
374,G21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15.0,1.0,1.0,1:42,4.0,0.0,1.0,17.3,2.0,missed,"Dedmon, Dewayne",P203473,6.2,0.0,0.0,bismack biyombo,P202687
375,G21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15.0,2.0,2.0,11:28,8.2,2.0,3.0,3.2,2.0,made,"Harkless, Maurice",P203090,1.4,1.0,2.0,bismack biyombo,P202687
376,G21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15.0,3.0,2.0,9:30,14.4,1.0,1.7,6.1,2.0,missed,"Nicholson, Andrew",P203094,2.3,0.0,0.0,bismack biyombo,P202687
377,G21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5.0,1.0,1.0,9:28,5.0,0.0,0.3,3.3,2.0,missed,"Amundson, Lou",P200811,1.7,0.0,0.0,bismack biyombo,P202687
378,G21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5.0,2.0,1.0,7:56,3.1,1.0,2.7,9.3,2.0,missed,"Smith, Jason",P201160,2.5,0.0,0.0,bismack biyombo,P202687
379,G21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39.0,1.0,3.0,10:13,18.9,0.0,0.0,2.2,2.0,missed,"Love, Kevin",P201567,2.5,0.0,0.0,bismack biyombo,P202687
380,G21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39.0,2.0,3.0,9:31,24.0,0.0,0.1,3.0,2.0,made,"Mozgov, Timofey",P202389,2.8,1.0,2.0,bismack biyombo,P202687
